id,aligned_id,line,work_id
19,19,"The lovers parted in good spirits, he more happy than she. Rita was sure that she was loved; but Camillo was not only sure that she loved him, but saw how she trembled for him and even took risks, running to fortune-tellers. However much he had reproved her for this, he could not help feeling flattered by it.",CO139CL01
20,20,"Their secret meeting-place was in the old Barbonos street at the home of a woman that came from Rita's province. Rita went off through Mangueiras street, in the direction of Botafogo, where she resided; Camillo entered Guarda-Velha street, keeping his eye open, as he passed, for the home of the card reader.",CO139CL01
21,21,"Villela, Camillo and Rita: three names, one adventure and no explanation of how it all began. Let us proceed to explain. The first two were friends since earliest childhood. Villela had entered the magistracy. Camillo found employment with the government, against the will of his father, who desired him to embrace the medical profession. But his father had died, and Camillo preferred to be nothing at all, until his mother had procured him a departmental position.",CO139CL01
22,22,"At the beginning of the year 1869 Villela returned from the interior, where he had married a silly beauty; he abandoned the magistracy and came hither to open a lawyer's office. Camillo had secured a house for him near Botafogo and had welcomed him home.",CO139CL01
23,23,"""Is this the gentleman?"" exclaimed Rita, offering Camillo her hand. ""You can't imagine how highly my husband thinks of you. He was always talking about you.""",CO139CL01
24,24,Camillo and Villela looked at each other tenderly.,CO139CL01
25,25,"They were true friends. Afterwards, Camillo confessed to himself that Villela's wife did not at all belie the enthusiastic letters her husband had written to him. Really, she was most prepossessing, lively in her movements, her eyes burning, her mouth plastic and piquantly inquiring.",CO139CL01
26,26,"Rita was a trifle older than both the men: she was thirty, Villela twenty-nine and Camillo twenty-six. The grave bearing of Villela gave him the appearance of being much older than his wife, while Camillo was but a child in moral and practical life.... He possessed neither experience nor intuition.",CO139CL01
27,27,"The three became closely bound. Propinquity bred intimacy. Shortly afterwards Camillo's mother died, and in this catastrophe, for such it was, the other two showed themselves to be genuine friends of his. Villela took charge of the interment, of the church services and the settlement of the affairs of the deceased; Rita dispensed consolation, and none could do it better.",CO139CL01
28,28,"Just how this intimacy between Camillo and Rita grew to love he never knew. The truth is that he enjoyed passing the hours at her side; she was his spiritual nurse, almost a sister,—but most of all she was a woman, and beautiful.",CO139CL01
29,29,"The aroma of femininity: this is what he yearned for in her, and about her, seeking to incorporate it into himself. They read the same books, they went together to the theatre or for walks. He taught her cards and chess, and they played of nights;—she badly,—he, to make himself agreeable, but little less badly. Thus much, as far as external things are concerned. And now came personal intimacies, the timorous eyes of Rita, that so often sought his own, consulting them before they questioned those of her own husband,—the touches of cold hands, and unwonted communion. On one of his birthdays he received from Villela a costly cane, and from Rita, a hastily pencilled, ordinary note expressing good wishes. It was then that he learned to read within his own heart; he could not tear his eyes away from the missive.",CO139CL01
30,30,"Commonplace words, it is true; but there are sublime commonplaces,—or at least, delightful ones. The old chaise in which for the first time you rode with your beloved, snuggled together, is as good as the chariot of Apollo. Such is man, and such are the circumstances that surround him.",CO139CL01
31,31,"Camillo sincerely wished to flee the situation, but it was already beyond his power. Rita, like a serpent, was charming him, winding her coils about him; she was crushing his bones, darting her venomous fangs into his lips. He was helpless, overcome. Vexation, fear, remorse, desire,—all this he felt, in a strange confusion. But the battle was short and the victory deliriously intoxicating. Farewell, all scruple!",CO139CL01
32,32,"The shoe now fitted snugly enough upon the foot, and there they were both, launched upon the high road, arm in arm, joyfully treading the grass and the gravel, without suffering anything more than lonesomeness when they were away from each other. As to Villela, his confidence in his wife and his esteem for his friend continued the same as before.",CO139CL01
33,33,"One day, however, Camillo received an anonymous letter, which called him immoral and perfidious, and warned him that his adventure was known to all. Camillo took fright, and, in order to ward off suspicion, began to make his visits to Villela's house more rare. The latter asked him the reason for his prolonged absence.",CO139CL01
34,34,"Camillo answered that the cause was a youthful flirtation. Simplicity evolved into cunning. Camillo's absences became longer and longer, and then his visits ceased entirely. Into this course there may have entered a little self-respect,—the idea of diminishing his obligations to the husband in order to make his own actions appear less treacherous.",CO139CL01
35,35,"It was at this juncture that Rita, uncertain and in fear, ran to the fortune-teller to consult her upon the real reason for Camillo's actions. As we have seen, the card reader restored the wife's confidence and the young man reproved her for having done what she did. A few weeks passed. Camillo received two or three more anonymous letters, written with such passionate anger that they could not have been prompted by mere regard for virtue; surely they came from some violent rival of his. In this opinion Rita concurred, formulating, in ill-composed words of her own, this thought: virtue is indolent and niggardly, wasting neither time nor paper; only self-interest is alert and prodigal.",CO139CL01
36,36,"But this did not help to ease Camillo; he now feared lest the anonymous writer should inform Villela, in which case the catastrophe would follow fast and implacably. Rita agreed that this was possible.",CO139CL01
37,37,"""Very well,"" she said. ""Give me the envelopes in which the letters came, so that I may compare the handwriting with that of the mail which comes to him. If any arrives with writing resembling the anonymous script, I'll keep it and tear it up ..."" <TRANSLATION ADDED>",CO139CL01
38,38,"But no such letter appeared. A short time after this, however, Villela commenced to grow grave, speaking very little, as if something weighed upon his mind. Rita hurried to communicate the change to her lover, and they discussed the matter earnestly. Her opinion was that Camillo should renew his visits to their home, and sound her husband; it might be that Villela would confide to him some business worry.",CO139CL01
39,39,"With this Camillo disagreed; to appear after so many months was to confirm the suspicions and denunciations of the anonymous letters. It was better to be very careful, to give each other up for several weeks. They arranged means for communicating with each other in case of necessity and separated, in tears.",CO139CL01
40,40,"On the following day Camillo received at his department this letter from Villela: ""Come immediately to our house; I must talk to you without delay."" It was past noon. Camillo left at once; as he reached the street it occurred to him that it would have been much more natural for Villela to have called him to his office; why to his house? All this betokened a very urgent matter; moreover, whether it was reality or illusion, it seemed to Camillo that the letter was written in a trembling hand. He sought to establish a connection between all these things and the news Rita had brought him the night before.",CO139CL01
41,41,"""Come immediately to our house; I must talk to you without delay,"" he repeated, his eyes staring at the note.",CO139CL01
42,42,"In his mind's eye he beheld the climax of a drama,—Rita cowed, weeping; Villela indignant, seizing his pen and dashing off the letter, certain that he, Camillo, would answer in person, and waiting to kill him as he entered. Camillo shuddered with terror; then he smiled weakly; in any event the idea of drawing back was repugnant to him. So he continued on his way. As he walked it occurred to him to step into his rooms; he might find there a message from Rita explaining everything. But he found nothing, nobody.",CO139CL01
43,43,"He returned to the street, and the thought that they had been discovered grew every moment more convincing; yes, the author of the previous anonymous communications must have denounced him to the husband; perhaps by now Villela knew all. The very suspension of his calls without any apparent reason, with the flimsiest of pretexts, would confirm everything else.",CO139CL01
44,44,"Camillo walked hastily along, agitated, nervous. He did not read the letter again, but the words hovered persistently before his eyes; or else,—which was even worse—they seemed to be murmured into his ears by the voice of Villela himself. ""Come immediately to our house; I must talk to you without delay."" Spoken thus by the voice of the other they seemed pregnant with mystery and menace. Come immediately,—why? It was now nearly one o'clock. Camillo's agitation waxed greater with each passing moment.",CO139CL01
45,45,"So clearly did he imagine what was about to take place that he began to believe it a reality, to see it before his very eyes. Yes, without a doubt, he was afraid. He even considered arming himself, thinking that if nothing should happen he would lose nothing by this useful precaution. But at once he rejected the idea, angry with himself, and hastened his step towards Carioca square, there to take a tilbury. He arrived, entered and ordered the driver to be off at full speed.",CO139CL01
46,46,"""The sooner the better,"" he thought. ""I can't stand this uncertainty.""",CO139CL01
47,47,"But the very sound of the horse's clattering hoofs increased his agitation. Time was flying, and he would be face to face with danger soon enough. When they had come almost to the end of Guarda-Velha street the tilbury had to come to a stop; the thoroughfare was blocked by a coach that had broken down. Camillo surveyed the obstruction and decided to wait. After five minutes had gone by, he noticed that there at his left, at the very foot of the tilbury, was the fortune teller's house,—the very same as Rita had once consulted. Never, as at this moment, had he so desired to believe in card-reading.",CO139CL01
48,48,"He looked closer, saw that the windows were closed, while all the others on the street were opened, filled with folks curious to see what was the matter. It looked for all the world like the dwelling of indifferent Fate.",CO139CL01
49,49,"Camillo leaned back in his seat so as to shut all this from view. His excitement was intense, extraordinary, and from the deep, hidden recesses of his mind there began to emerge spectres of early childhood, old beliefs, banished superstitions. The coachman proposed another route; he shook his head and said that he would wait. He leaned forward to get a better look at the card-reader's house ... Then he made a gesture of self-ridicule: it had entered his mind to consult the fortune-teller, who seemed to be hovering over him, far, far above, with vast, ash-colored wings; she disappeared, reappeared, and then her image was lost; then, in a few moments, the ash-colored wings stirred again, nearer, flying about him in narrowing circles ... In the street men were shouting, dragging away the coach.",CO139CL01
50,50,"""There! Now! Push! That's it! Now!""",CO139CL01
51,51,"In a short while the obstruction was removed. Camillo closed his eyes, trying to think of other things; but the voice of Rita's husband whispered into his ears the words of the letter: ""Come immediately ...""",CO139CL01
52,52,"And he could behold the anguish of the drama. He trembled. The house seemed to look right at him. His feet instinctively moved as if to leave the carriage and go in ... Camillo found himself before a long, opaque veil ... he thought rapidly of the inexplicability of so many things. The voice of his mother was repeating to him a host of extraordinary happenings; and the very sentence of the Prince of Denmark kept echoing within him: ""There are more things in heaven and earth, Horatio, Than are dreamt of in our philosophy."" What could he lose by it, if...?",CO139CL01
53,53,"He jumped out to the pavement, just before the fortune-teller's door; he told the driver to wait for him, and hastened into the entry, ascending the stairs. There was little light, the stairs were worn away from the many feet that had sought them, the banister was smooth and sticky; but he saw and felt nothing. He stumbled up the stairs and knocked. Nobody appearing, he was about to go down; but it was too late now,—curiosity was whipping his blood and his heart beat with violent throbs; he turned back to the door, and knocked once, twice, three times. He beheld a woman; it was the card-reader. Camillo said that he had come to consult her, and she bade him enter.",CO139CL01
54,54,"Thence they climbed to the attic by a staircase even worse than the first and buried in deeper gloom. At the top there was a garret, ill lighted by a small window.",CO139CL01
55,55,"Old furniture, somber walls, and an air of poverty augmented, rather than destroyed, the prestige of the occupant.",CO139CL01
56,56,"The fortune-teller told him to be seated before the table, and she sat down on the opposite side with her back to the window, so that whatever little light came from without fell full upon Camillo's face.",CO139CL01
57,57,"She opened a drawer and took out a pack of worn, filthy cards. While she rapidly shuffled them she peered at him closely, not so much with a direct gaze as from under her eyes.",CO139CL01
58,58,"She was a woman of forty, Italian, thin and swarthy, with large, sharp, cunning eyes. She placed three cards upon the table, and said:",CO139CL01
59,59,"""Let us first see what has brought you here. The gentleman has just received a severe shock and is in great fear ..."" Camillo, astonished, nodded affirmatively.",CO139CL01
60,60,"""And he wishes to know,"" she continued, ""whether anything will happen to him or not ...""",CO139CL01
61,61,"""To me and to her,"" he explained, excitedly.",CO139CL01
62,62,"The fortune-teller did not smile; she simply told him to wait. She took the cards hastily once more and shuffled them with her long tapering fingers whose nails were so long and unclean from neglect; she shuffled them well, once, twice, thrice; then she began to lay them out. Camillo's eyes were riveted upon her in anxious curiosity.",CO139CL01
63,63,"""The cards tell me ...""",CO139CL01
64,64,"Camillo leaned forward to drink in her words one by one. Then she told him to fear nothing. Nothing would happen to him or to the other. He, the third, was aware of nought. Nevertheless, great caution was indispensable; envy and rivalry were at work. She spoke to him of the love that bound them, of Rita's beauty ... Camillo was bewildered. The fortune-teller stopped talking, gathered the cards and locked them in the drawer.",CO139CL01
65,65,"""The lady has restored peace to my spirit,"" he said, offering her his hand across the table and pressing that of the card-reader.",CO139CL01
66,66,"She arose, laughing.",CO139CL01
67,67,"""Go,"" she said. ""Go, ragazzo innamorato ...""",CO139CL01
68,68,"And arising, she touched his head with her index finger. Camillo shuddered, as if it were the hand of one of the original sybils, and he, too, arose. The fortune-teller went to the bureau, upon which lay a plate of raisins, took a cluster of them and commenced to eat them, showing two rows of teeth that were as white as her nails were black. Even in this common action the woman possessed an air all her own. Camillo, anxious to leave, was at a loss how much to pay; he did not know her fee.",CO139CL01
69,69,"""Raisins cost money,"" he said, at length, taking out his pocket-book. ""How much do you want to send for?""",CO139CL01
70,70,"""Ask your heart,"" she replied.",CO139CL01
71,71,Camillo took out a note for ten milreis'[5] and gave it to her. The eyes of the card-reader sparkled. Her usual fee was two milreis.,CO139CL01
72,72,"""I can see easily that the gentleman loves his lady very much ... And well he may. For she loves the gentleman very deeply, too. Go, go in peace, with your mind at ease. And take care as you descend the staircase,—it's dark. Don't forget your hat ...""",CO139CL01
73,73,"The fortune-teller had already placed the note in her pocket, and accompanied him down the stairs, chatting rather gaily. At the bottom of the first flight Camillo bid her good-bye and ran down the stairs that led to the street, while the card-reader, rejoicing in her large fee, turned back to the garret, humming a barcarolle. Camillo found the tilbury waiting for him; the street was now clear. He entered and the driver whipped his horse into a fast trot.",CO139CL01
74,74,"To Camillo everything had now changed for the better and his affairs assumed a brighter aspect; the sky was clear and the faces of the people he passed were all so merry. He even began to laugh at his fears, which he now saw were puerile; he recalled the language of Villela's letter and perceived at once that it was most friendly and familiar. How in the world had he ever been able to read any threat of danger into those words! He suddenly realized that they were urgent, however, and that he had done ill to delay so long; it might be some very serious business affair.",CO139CL01
75,75,"""Faster, faster!"" he cried to the driver.",CO139CL01
76,76,"And he began to think of a plausible explanation of his delay; he even contemplated taking advantage of this incident to re-establish his former intimacy in Villela's household ... Together with his plans there kept echoing in his soul the words of the fortune-teller. In truth, she had guessed the object of his visit, his own state of mind, and the existence of a third; why, then, wasn't it reasonable to suppose that she had guessed the rest correctly, too? For, the unknown present is the same as the future. And thus, slowly and persistently the young man's childhood superstitions attained the upper hand and mystery clutched him in its iron claws. At times he was ready to burst into laughter, and with a certain vexation he did laugh at himself. But the woman, the cards, her dry, reassuring words, and her good-bye—",CO139CL01
77,77,"Go, go, ragazzo innamorato, and finally, that farewell barcarolle, so lively and gracious,—such were the new elements which, together with the old, formed within him a new and abiding faith.",CO139CL01
78,78,"The truth is that his heart was happy and impatient, recalling the happy hours of the past and anticipating those yet to come. As he passed through Gloria street Camillo gazed across the sea, far across where the waters and the heaven meet in endless embrace, and the sight gave him a sensation of the future,—long, long and infinite.",CO139CL01
79,79,"From here it was but a moment's drive to Villela's home. He stepped out, thrust the iron garden gate open and entered. The house was silent. He ran up the six stone steps and scarcely had he had time to knock when the door opened and Villela loomed before him.",CO139CL01
80,80,"""Pardon my delay. It was impossible to come sooner. What is the matter?""",CO139CL01
81,81,"Villela made no reply. His features were distorted; he beckoned Camillo to step within. As he entered, Camillo could not repress a cry of horror:—there upon the sofa lay Rita, dead in a pool of blood. Villela seized the lover by the throat and, with two bullets, stretched him dead upon the floor.",CO139CL01
82,1,The Fortune-Teller_A Chapter of Hats_eng,CO139CL04
83,2,Hamlet observes to horatio that there are more things in heaven and earth than are dreamt of in his philosophy.,CO139CL04
84,3,"The lovely Rita gave this same explanation to young Camilo, one Friday in November 1869, when he was laughing at her for having consulted a fortune-teller the day before; the only difference was that she used other words to express the idea.",CO139CL04
85,4,"‘Go on, laugh if you want. That’s men for you; they don’t believe in anything. Well, I did go, and she knew why I was consulting her even before I’d told her. She’d hardly begun to lay out the cards when she said to me, “You’re fond of someone …”",CO139CL04
86,5,"I confessed I was, and then she went on laying out the cards, put them in order, and then told me I was frightened you’d forget me, but there was no need …’",CO139CL04
87,6,"‘Wrong!’ Camilo interrupted, laughing.",CO139CL04
88,7,"‘Don’t say that, Camilo. If you knew how I’ve been lately, because of you. You know; I’ve told you. Don’t laugh at me, don’t laugh …’",CO139CL04
89,8,"Camilo took hold of her hands, and gazed at her with a serious, steady look. He swore he really loved her, that these were childish fears; in any case, if she was at all fearful, he was the best fortune-teller to come to. Then he reproached her, and said it was imprudent to go to houses like that. Vilela might get to know about it, and then …",CO139CL04
90,9,‘Not a chance! I took great care as I went in.’,CO139CL04
91,10,‘Where’s the house?’,CO139CL04
92,11,"‘Near here, in the Rua da Guarda Velha; there was no one in the street at the time. Don’t worry; I’m not crazy.’",CO139CL04
93,12,Camilo laughed again:,CO139CL04
94,13,‘Do you really believe in that kind of thing?’ he asked her.,CO139CL04
95,14,"That was when, without knowing she was translating Hamlet into common speech, she told him that there are lots of mysterious things in the world that are true. If he didn’t believe her, fine; but the truth is that the fortune-teller had divined everything. What more did he want? The proof is that now she was calm and contented.",CO139CL04
96,15,"I think he was going to say something, but he stopped himself. He didn’t want to deprive her of her illusions. He too, when he was a boy, and even later in life, had been superstitious; he’d had a whole arsenal of absurd beliefs impressed on him by his mother, which disappeared when he was twenty.",CO139CL04
97,16,"This parasitic vegetation then fell away, leaving only the main trunk of religion; but since he’d received both from his mother, he wrapped them up in the same doubt, and soon afterwards in a single total denial.",CO139CL04
98,17,Camilo believed in nothing. Why?,CO139CL04
99,18,"He couldn’t say; he didn’t have a single argument, and limited himself to denying everything. Even that isn’t right, because denying something is still a kind of affirmation, and he didn’t put his disbelief into words; faced by life’s mystery, he was happy to shrug his shoulders and carry on as before.",CO139CL04
100,19,"They went their separate ways; each of them was happy, he even more than she. Rita was certain she was loved; Camilo not only was sure of that, but saw how she trembled and risked herself for him by going to fortune-tellers – however much he reproached her, he couldn’t but feel flattered.",CO139CL04
101,20,"The house they’d met in was in the old Rua dos Barbonos, where a friend of Rita’s from her home town lived. Rita went off down the Rua das Mangueiras towards her home in Botafogo; Camilo went down the Rua da Guarda Velha, looking at the fortune-teller’s house as he passed.",CO139CL04
102,21,"Vilela, Camilo and Rita, three names – an affair, then, but what about its origins? Here they are. The first two were childhood friends. Vilela studied to be a lawyer, and became a magistrate. Camilo trained to be a civil servant, against the wishes of his father, who wanted him to be a doctor; but his father died, and Camilo preferred doing nothing, until his mother got him an administrative job.",CO139CL04
103,22,"In early 1869, Vilela came back from the provinces, where he’d married a beautiful, foolish woman; he abandoned the magistracy and opened a law firm. Camilo got him a house in the Botafogo area, and went on board ship to welcome him.",CO139CL04
104,23,"‘Is it you?’ Rita had exclaimed, holding out her hand. ‘You can’t imagine how much my husband thinks of you; he was always talking about you.’",CO139CL04
105,24,Camilo and Vilela looked at each other affectionately. .,CO139CL04
106,25,"They were true friends. Then, Camilo confessed to himself that Vilela’s wife didn’t belie her husband’s letters. She really was a lovely, vivacious woman, her eyes were warm, her mouth delicate and inquisitive.",CO139CL04
107,26,"She was a little older than either – thirty, while Vilela was twenty-nine and Camilo twenty-six. However, Vilela’s air of severity made him look older than his wife, while Camilo was an innocent in the moral and practical sides of life. Time had taught him nothing, and he was not provided with the crystal spectacles nature puts in some people’s cradles to foresee the effects of time. He possessed neither experience nor intuition.",CO139CL04
108,27,"The three became fast friends. Daily contact brought on intimacy. A little later, Camilo’s mother died, and in this calamity – which was what it was – the other two stuck by him and showed real friendship. Vilela looked after the funeral, the Masses and the inventory; Rita especially looked after the emotional side of things, and no one could have done it better.",CO139CL04
109,28,"How they moved from this stage to love he never knew. The truth is that he liked spending time in her company; she was his moral nurse, almost a sister, but more than anything else she was a woman, and a pretty one.",CO139CL04
110,29,"Odor di femmina: that was what he scented in her and around her, and it enveloped him. They read the same books, went to the theatre and on trips together. Camilo taught her draughts and chess and they played in the evenings; she played badly – he, to be agreeable to her, a little less badly. So much for the preliminaries: then there was the woman herself, Rita, with her insistent eyes, which often sought his out, which consulted him before her husband, her cold hands, her unexpected attitudes. One day, on his birthday, he got an expensive walking stick from Vilela, from Rita only a card with plain good wishes in pencil, and it was then he started to read his own heart; he couldn’t tear his eyes from the words.",CO139CL04
111,30,"Common words; but things can be common and sublime or, at least, delicious. The old hired cab in which you first went for a ride with your loved one with the curtains down is worth as much as Apollo’s chariot. That’s the nature of man, and of the things that surround him.",CO139CL04
112,31,"Camilo sincerely wanted to escape, but he couldn’t. Rita, like a snake, moved closer and closer, wrapped herself round him, made his bones crack in a single spasm, and dropped her venom on his lips. He was stunned, and submitted. Embarrassment, fright, remorse, desire – he felt them all, each mixed with the other; but the battle was short and the victory ecstatic. Goodbye to scruples!",CO139CL04
113,32,"It didn’t take long for the shoe to adjust itself to the foot, and there they went along the high road, arm in arm, happily treading on plants and pebbles, suffering nothing but a little longing when they were apart. Vilela’s trust and esteem were the same as ever.",CO139CL04
114,33,"One day, however, Camilo received an anonymous letter, calling him immoral and perfidious, and saying that their adventure was public knowledge. Camilo was afraid, and, to deflect suspicions, began to visit Vilela’s house less often. The latter noticed his absences.",CO139CL04
115,34,"Camilo replied that the cause was a trivial, youthful love affair. Innocence bred guile. His absences became longer and longer, until the visits came to a complete stop. Maybe a little amour propre came into it too, a desire to lessen the husband’s favours, and so make the betrayal itself less burdensome.",CO139CL04
116,35,"It was around this time that Rita, suspicious and fearful, had recourse to the fortune-teller to ask her about the real cause of Camilo’s behaviour. We have seen that the fortune-teller restored her trust, and that the young man reprimanded her. A few weeks went by. Camilo got two or three more anonymous letters, so heated, that they couldn’t have been prompted by a concern for virtue or morality; they were written by some jealous, thwarted lover; this was Rita’s opinion, who formulated this thought in other, ill-expressed words: virtue is lazy and stingy, and doesn’t waste time or paper; only self-interest is active and spendthrift.",CO139CL04
117,36,"This made Camilo no less anxious; he feared that the anonymous author would go to see Vilela, and then catastrophe would be unavoidable. Rita agreed it was possible.",CO139CL04
118,37,"‘Well,’ she said, ‘I’ll take the envelopes to compare the writing with any letters that appear there; if any are the same, I’ll take them and tear them up …’",CO139CL04
119,38,"None came; but a little time later Vilela began to look morose, saying little, as if he was suspicious. Rita lost no time in telling her lover, and they deliberated on the matter. Her opinion was that Camilo should go back to their house, sound out her husband, and maybe he would confide some private trouble to him.",CO139CL04
120,39,"Camilo begged to differ; to appear after so many months was to confirm the suspicion or the accusation. It was better that they should be cautious, and sacrifice themselves for a few weeks. They fixed a way of exchanging news, if they had to, and tearfully separated.",CO139CL04
121,40,"The following day, at work, Camilo got a message from Vilela: ‘Come to our house instantly; I need to speak to you without delay.’ It was after midday. Camilo left immediately; in the street, he realised it would have been more natural for Vilela to have asked him to come to his office; why at home? Everything pointed to something unusual, and the handwriting, rightly or not, looked shaky to him. He put all these things together with yesterday’s news.",CO139CL04
122,41,"‘Come to our house instantly; I need to speak to you without delay,’ he repeated, staring at the piece of paper.",CO139CL04
123,42,"In his imagination, he saw the tip of a drama – Rita humiliated and in tears, Vilela indignant, taking up the pen, certain he would come, and waiting there to kill him. Camilo shivered, he was frightened; then he smiled nervously – in any case, any idea of going back was repugnant to him, and he went on his way. As he did so, it occurred to him to go home; he might find a message from Rita explaining everything. There was nothing there, nobody.",CO139CL04
124,43,"He went back into the street, and the idea that they had been found out began to seem more and more probable; some kind of anonymous accusation was likely, perhaps from the same person who had threatened him before; maybe Vilela now knew everything. The cessation of his visits for no apparent motive, on a feeble pretext, must have confirmed everything else.",CO139CL04
125,44,"Camilo went on his way, worried and nervous. He didn’t reread the note, but he had the words by heart, fixed, in front of his eyes; or, what was even worse, they were whispered in his ear, in Vilela’s own voice. ‘Come to our house instantly; I need to speak to you without delay.’ Said in this way, in another’s voice, they had a tone of mystery and menace. Come instantly, what for? It was nearly one in the afternoon. He became more and more agitated by the minute.",CO139CL04
126,45,"His imagination was so fixed on what might happen that he began to believe it and see it. He was genuinely afraid. He considered taking a weapon with him, thinking that, if there was nothing wrong, nothing would be lost by doing so, and it was a useful precaution. Soon after, he rejected the idea, ashamed of himself, and went on, hurriedly, towards the Largo da Carioca, to get a cab. He got there, got in, and ordered the driver to go fast.",CO139CL04
127,46,"‘The sooner the better,’ he thought, ‘I can’t carry on in this state …’",CO139CL04
128,47,"But even the horse’s trotting worsened his anxiety. Time was flying, and very soon he’d be face to face with the danger. Almost at the end of the Rua da Guarda Velha the cab had to stop; the street was blocked by an upturned cart. Camilo, at bottom, was glad of the obstacle, and waited. After five minutes, he noticed that at the roadside, on the left, right by the cab, was the fortune-teller’s house, the one Rita had once consulted, and never before had he wanted so much to believe in the lessons the cards had to teach.",CO139CL04
129,48,"He looked and saw the windows, closed, while all the others were open and jammed with faces looking at the incident in the street. You might have said it was the abode of indifferent Destiny itself.",CO139CL04
130,49,"Camilo leaned back in the cab, so as to see nothing. He was very agitated indeed, extraordinarily so, and from the depths of his moral being emerged ghosts of another time, old beliefs, ancient superstitions. The cab driver suggested that they go back to the first cross-street, and go by another route; he said no, they should wait. And he leaned forward to look at the house … Then he made an incredulous gesture: it was the idea of hearing what the fortune-teller had to say, passing by in the distance, far away, with huge grey wings; the idea disappeared, came back again, and once more faded out of his mind; but a little later it flapped its wings again, closer now, sweeping round in concentric circles. In the street, men were shouting, freeing the cart:",CO139CL04
131,50,"‘Right now! Push! Come on, come on!’",CO139CL04
132,51,"The obstacle would soon be removed. Camilo shut his eyes, thought about other things; but the husband’s voice whispered in his ears the words of the letter: ‘Don’t delay, come, come …’",CO139CL04
133,52,"He saw the twists in this drama, he was shaking. The house was looking at him. His legs wanted to get down and go in … Camilo found himself in front of a long opaque veil … hurriedly, he thought about how so many things are inexplicable. His mother’s voice was telling him about a large number of extraordinary happenings, and the Prince of Denmark’s very own words echoed inside him: ‘There are more things in heaven and earth than are dreamt of in your philosophy.’ What was there to lose, if …?",CO139CL04
134,53,"He came to on the pavement, right next to the door, told the driver to wait, and quickly slipped into the corridor and up the stairs. There was very little light, the stairs were worn down and the handrail was sticky; but he saw and felt none of this. He ran up and knocked. Nobody came, and he thought of going back down; but it was too late, his heart was beating fast, his temples throbbing; he knocked, once, twice, three times. A woman came; it was the fortune-teller. Camilo said he’d come to consult her, and she asked him in.",CO139CL04
135,54,"From there they went up to the attic, by a staircase worse than the first one, and darker. At the top was a little room, badly lit from a window which gave on to the roofs at the back.",CO139CL04
136,55,"Old bits of furniture, dark walls, an air of poverty – all of which, far from destroying the impact of the place, increased it.",CO139CL04
137,56,"The fortune-teller asked him to sit on one side of the table, and herself sat down on the other side, her back to the window, so that the little light coming from outside fully illuminated Camilo’s face.",CO139CL04
138,57,"She opened a drawer and took out a pack of cards, large and soiled. While she shuffled them, quickly, she was looking at him, not full in the face, but from under her lids.",CO139CL04
139,58,"She was a woman of forty, Italian, dark and thin, with big, cunning, acute eyes. She turned three cards on the table over, and said to him:",CO139CL04
