id,aligned_id,line,work_id
11,11,"Mas eu ainda espero angariar as simpatias da opinião, e o primeiro remédio é fugir a um prólogo explícito e longo. O melhor prólogo é o que contém menos cousas, ou o que as diz de um jeito obscuro e truncado. Conseguintemente, evito contar o processo extraordinário que empreguei na composição destas Memórias, trabalhadas cá no outro mundo. Seria curioso, mas nimiamente extenso, e aliás desnecessário ao entendimento da obra. A obra em si mesma é tudo: se te agradar, fino leitor, pago-me da tarefa; se te não agradar, pago-te com um piparote, e adeus.",RO005MA
12,12,Brás Cubas,RO005MA
13,13,I,RO005MA
14,14,ÓBITO DO AUTOR,RO005MA
15,15,"Algum tempo hesitei se devia abrir estas memórias pelo princípio ou pelo fim, isto é, se poria em primeiro lugar o meu nascimento ou a minha morte. Suposto o uso vulgar seja começar pelo nascimento, duas considerações me levaram a adotar diferente método: a primeira é que eu não sou propriamente um autor defunto, mas um defunto autor, para quem a campa foi outro berço; a segunda é que o escrito ficaria assim mais galante e mais novo. Moisés, que também contou a sua morte, não a pôs no introito, mas no cabo: diferença radical entre este livro e o Pentateuco.",RO005MA
16,16,"Dito isto, expirei às duas horas da tarde de uma sexta-feira do mês de agosto de 1869, na minha bela chácara de Catumbi. Tinha uns 64 anos, rijos e prósperos, era solteiro, possuía cerca de trezentos contos e fui acompanhado ao cemitério por onze amigos. Onze amigos! Verdade é que não houve cartas nem anúncios. Acresce que chovia – peneirava – uma chuvinha miúda, triste e constante, tão constante e tão triste, que levou um daqueles fiéis da última hora a intercalar esta engenhosa ideia no discurso que proferiu à beira de minha cova:",RO005MA
17,17,"Vós, que o conhecestes, meus senhores, vós podeis dizer comigo que a natureza parece estar chorando a perda irreparável de um dos mais belos caracteres que têm honrado a humanidade. Este ar sombrio, estas gotas do céu, aquelas nuvens escuras que cobrem o azul como um crepe funéreo, tudo isso é a dor crua e má que lhe rói à natureza as mais íntimas entranhas; tudo isso é um sublime louvor ao nosso ilustre finado.",RO005MA
18,18,"Bom e fiel amigo! Não, não me arrependo das vinte apólices que lhe deixei. E foi assim que cheguei à cláusula dos meus dias; foi assim que me encaminhei para o undiscovered country de Hamlet, sem as ânsias nem as dúvidas do moço príncipe, mas pausado e trôpego como quem se retira tarde do espetáculo. Tarde e aborrecido. Viram-me ir umas nove ou dez pessoas, entre elas três senhoras, minha irmã Sabina, casada com o Cotrim, a filha – um lírio do vale – e... Tenham paciência! Daqui a pouco lhes direi quem era a terceira senhora.",RO005MA
19,19,"Contentem-se de saber que essa anônima, ainda que não parenta, padeceu mais do que as parentas. É verdade, padeceu mais. Não digo que se carpisse, não digo que se deixasse rolar pelo chão, convulsa. Nem o meu óbito era cousa altamente dramática... Um solteirão que expira aos 64 anos, não parece que reúna em si todos os elementos de uma tragédia. E dado que sim, o que menos convinha a essa anônima era aparentá-lo. De pé, à cabeceira da cama, com os olhos estúpidos, a boca entreaberta, a triste senhora mal podia crer na minha extinção.",RO005MA
20,20,"""Morto! morto!"" – dizia consigo.",RO005MA
21,21,"E a imaginação dela, como as cegonhas que um ilustre viajante viu desferirem o vôo desde o Ilisso às ribas africanas, sem embargo das ruínas e dos tempos – a imaginação dessa senhora também voou por sobre os destroços presentes até às ribas de uma África juvenil... Deixá-la ir; lá iremos mais tarde; lá iremos quando eu me restituir aos primeiros anos.",RO005MA
22,22,"Agora, quero morrer tranquilamente, metodicamente, ouvindo os soluços das damas, as falas baixas dos homens, a chuva que tamborila nas folhas de tinhorão da chácara, e o som estrídulo de uma navalha que um amolador está afiando lá fora, à porta de um correeiro. Juro-lhes que essa orquestra da morte foi muito menos triste do que podia parecer. De certo ponto em diante chegou a ser deliciosa. A vida estrebuchava-me no peito, com uns ímpetos de vaga marinha, esvaía-se-me a consciência, eu descia à imobilidade física e moral, e o corpo fazia-se-me planta, e pedra, e lodo, e cousa nenhuma.",RO005MA
23,23,"Morri de uma pneumonia; mas se lhe disser que foi menos a pneumonia, do que uma ideia grandiosa e útil, a causa da minha morte, é possível que o leitor me não creia, e todavia é verdade. Vou expor-lhe sumariamente o caso. Julgue-o por si mesmo.",RO005MA
24,24,II,RO005MA
25,25,O EMPLASTO,RO005MA
26,26,"Com efeito, um dia de manhã, estando a passear na chácara, pendurou-se-me uma ideia no trapézio que eu tinha no cérebro. Uma vez pendurada, entrou a bracejar, a pernear, a fazer as mais arrojadas cabriolas de volatim, que é impossível crer. Eu deixei-me estar a contemplá-la. Súbito, deu um grande salto, estendeu os braços e as pernas, até tomar a forma de um X: decifra-me ou devoro-te.",RO005MA
27,27,"Essa ideia era nada menos que a invenção de um medicamento sublime, um emplasto anti-hipocondríaco, destinado a aliviar a nossa melancólica humanidade. Na petição de privilégio que então redigi, chamei a atenção do governo para esse resultado, verdadeiramente cristão. Todavia, não neguei aos amigos as vantagens pecuniárias que deviam resultar da distribuição de um produto de tamanhos e tão profundos efeitos.",RO005MA
28,28,"Agora, porém, que estou cá do outro lado da vida, posso confessar tudo: o que me influiu principalmente foi o gosto de ver impressas nos jornais, mostradores, folhetos, esquinas, e enfim nas caixinhas do remédio, estas três palavras: Emplasto Brás Cubas. Para que negá-lo?",RO005MA
29,29,"Eu tinha a paixão do arruído, do cartaz, do foguete de lágrimas. Talvez os modestos me arguam esse defeito; fio, porém, que esse talento me hão de reconhecer os hábeis. Assim, a minha ideia trazia duas faces, como as medalhas, uma virada para o público, outra para mim. De um lado, filantropia e lucro; de outro lado, sede de nomeada. Digamos: – amor da glória.",RO005MA
30,30,"Um tio meu, cônego de prebenda inteira, costumava dizer que o amor da glória temporal era a perdição das almas, que só devem cobiçar a glória eterna. Ao que retorquia outro tio, oficial de um dos antigos terços de infantaria, que o amor da glória era a cousa mais verdadeiramente humana que há no homem, e, conseguintemente, a sua mais genuína feição.",RO005MA
31,31,Decida o leitor entre o militar e o cônego; eu volto ao emplasto.,RO005MA
32,32,III,RO005MA
33,33,GENEALOGIA,RO005MA
34,34,"Mas, já que falei nos meus dous tios, deixem-me fazer aqui um curto esboço genealógico.",RO005MA
35,35,"O fundador da minha família foi um certo Damião Cubas, que floresceu na primeira metade do século XVIII. Era tanoeiro de oficio, natural do Rio de Janeiro, onde teria morrido na penúria e na obscuridade, se somente exercesse a tanoaria. Mas não; fez-se lavrador, plantou, colheu, permutou o seu produto por boas e honradas patacas, até que morreu, deixando grosso cabedal a um filho, o licenciado Luís Cubas.",RO005MA
36,36,"Neste rapaz é que verdadeiramente começa a série de meus avós – dos avós que a minha família sempre confessou –, porque o Damião Cubas era afinal de contas um tanoeiro, e talvez mau tanoeiro, ao passo que o Luís Cubas estudou em Coimbra, primou no Estado, e foi um dos amigos particulares do vice-rei Conde da Cunha.",RO005MA
37,37,"Como este apelido de Cubas lhe cheirasse excessivamente a tanoaria, alegava meu pai, bisneto de Damião, que o dito apelido fora dado a um cavaleiro, herói nas jornadas da África, em prêmio da façanha que praticou, arrebatando trezentas cubas aos mouros. Meu pai era homem de imaginação; escapou à tanoaria nas asas de um ca1embour. Era um bom caráter, meu pai, varão digno e leal como poucos. Tinha, é verdade, uns fumos de pacholice; mas quem não é um pouco pachola nesse mundo?",RO005MA
38,38,"Releva notar que ele não recorreu à inventiva senão depois de experimentar a falsificação; primeiramente, entroncou-se na família daquele meu famoso homônimo, o capitão-mor Brás Cubas, que fundou a vila de São Vicente onde morreu em 1592, e por esse motivo é que me deu o nome de Brás. Opôs-se-lhe, porém, a família do capitão-mor, e foi então que ele imaginou as trezentas cubas mouriscas.",RO005MA
39,39,"Vivem ainda alguns membros de minha família, minha sobrinha Venância, por exemplo, o lírio do vale, que é a flor das damas do seu tempo; vive o pai, o Cotrim, um sujeito que... Mas não antecipemos os sucessos; acabemos de uma vez com o nosso emplasto.",RO005MA
40,40,IV,RO005MA
41,41,A IDEIA FIXA,RO005MA
42,42,"A minha ideia, depois de tantas cabriolas, constituíra-se ideia fixa. Deus te livre, leitor, de uma ideia fixa; antes um argueiro, antes uma trave no olho. Vê o Cavour; foi a ideia fixa da unidade italiana que o matou. Verdade é que Bismarck não morreu; mas cumpre advertir que a naturez é uma grande caprichosa e a história, uma eterna loureira. Por exemplo, Suetônio deu-nos um Cláudio, que era um simplório, ou ""uma abóbora"" como lhe chamou Sêneca, e um Tito, que mereceu ser as delícias de Roma.",RO005MA
43,43,"Veio modernamente um professor e achou meio de demonstrar que dos dous césares, o delicioso, o verdadeiro delicioso, foi o ""abóbora"" de Sêneca. E tu, madama Lucrécia, flor dos Bórgias, se um poeta te pintou como a Messalina católica, apareceu um Gregorovius incrédulo que te apagou muito essa qualidade, e, se não vieste a lírio, também não ficaste pântano. Eu deixo-me estar entre o poeta e o sábio.",RO005MA
44,44,"Viva pois a história, a volúvel história que dá para tudo; e, tornando à ideia fixa, direi que é ela a que faz os varões fortes e os doudos; a ideia móbil, vaga ou furta-cor é a que faz os Cláudios – fórmula Suetônio.",RO005MA
45,45,"Era fixa a minha ideia, fixa como... Não me ocorre nada que seja assaz fixo nesse mundo: talvez a lua, talvez as pirâmides do Egito, talvez a finada dieta germânica. Veja o leitor a comparação que melhor lhe quadrar, veja-a e não esteja daí a torcer-me o nariz, só porque ainda não chegamos à parte narrativa destas memórias. Lá iremos. Creio que prefere a anedota à reflexão, como os outros leitores, seus confrades, e acho que faz muito bem.",RO005MA
46,46,"Pois lá iremos. Todavia, importa dizer que este livro é escrito com pachorra, com a pachorra de um homem já desafrontado da brevidade do século, obra supinamente filosófica, de uma filosofia desigual, agora austera, logo brincalhona, cousa que não edifica nem destrói, não inflama nem regela, e é todavia mais do que passatempo e menos do que apostolado.",RO005MA
47,47,"Vamos lá; retifique o seu nariz, e tornemos ao emplasto. Deixemos a história com os seus caprichos de dama elegante. Nenhum de nós pelejou a batalha de Salamina, nenhum escreveu a confissão de Augsburgo; pela minha parte, se alguma vez me lembro de Cromwell, é só pela ideia de que Sua Alteza, com a mesma mão que trancara o parlamento, teria imposto aos ingleses o emplasto Brás Cubas. Não se riam dessa vitória comum da farmácia e do puritanismo.",RO005MA
48,48,"Quem não sabe que ao pé de cada bandeira grande, pública, ostensiva, há muitas vezes várias outras bandeiras modestamente particulares, que se hasteiam e flutuam à sombra daquela, e não poucas vezes lhe sobrevivem? Mal comparando, é como a arraia-miúda, que se acolhia à sombra do castelo feudal; caiu este e a arraia ficou. Verdade é que se fez graúda e castelã... Não, a comparação não presta.",RO005MA
49,49,V,RO005MA
50,50,EM QUE APARECE A ORELHA DE UMA SENHORA,RO005MA
51,51,"Senão quando, estando eu ocupado em preparar e apurar a minha invenção, recebi em cheio um golpe de ar; adoeci logo, e não me tratei. Tinha o emplasto no cérebro; trazia comigo a ideia fixa dos doudos e dos fortes. Via-me, ao longe, ascender do chão das turbas, e remontar ao céu, como uma águia imortal, e não é diante de tão excelso espetáculo que um homem pode sentir a dor que o punge.",RO005MA
52,52,"No outro dia estava pior; tratei-me enfim, mas incompletamente, sem método, nem cuidado, nem persistência; tal foi a origem do mal que me trouxe à eternidade. Sabem já que morri numa sexta-feira, dia aziago, e creio haver provado que foi a minha invenção que me matou. Há demonstrações menos lúcidas e não menos triunfantes.",RO005MA
53,53,"Não era impossível, entretanto, que eu chegasse a galgar o cimo de um século, e a figurar nas folhas públicas, entre macróbios. Tinha saúde e robustez. Suponha-se que, em vez de estar lançando os alicerces de uma invenção farmacêutica, tratava de coligir os elementos de uma instituição política, ou de uma reforma religiosa. Vinha a corrente de ar, que vence em eficácia o cálculo humano, e lá se ia tudo. Assim corre a sorte dos homens.",RO005MA
54,54,"Com esta reflexão me despedi eu da mulher, não direi mais discreta, mas com certeza mais formosa entre as contemporâneas suas, a anônima do primeiro capítulo, a tal, cuja imaginação à semelhança das cegonhas do Ilisso... Tinha então 54 anos, era uma ruína, uma imponente ruína. Imagine o leitor que nos amamos, ela e eu, muitos anos antes, e que um dia, já enfermo, vejo-a assomar à porta da alcova...",RO005MA
55,55,VI,RO005MA
56,56,"CHIMÈNE, QUI L'EÛT DIT? RODRIGUE, QUI L'EÛT CRU?",RO005MA
57,57,"Vejo-a assomar à porta da alcova, pálida, comovida, trajada de preto, e ali ficar durante um minuto, sem ânimo de entrar, ou detida pela presença de um homem que estava comigo. Da cama, onde jazia, contemplei-a durante esse tempo, esquecido de lhe dizer nada ou de fazer nenhum gesto. Havia já dous anos que nos não víamos, e eu via-a agora não qual era, mas qual fora, quais fôramos ambos, porque um Ezequias misterioso fizera recuar o sol até os dias juvenis. Recuou o sol, sacudi todas as misérias, e este punhado de pó, que a morte ia espalhar na eternidade do nada, pôde mais do que o tempo, que é o ministro da morte. Nenhuma água de Juventa igualaria ali a simples saudade.",RO005MA
58,58,"Creiam-me, o menos mau é recordar; ninguém se fie da felicidade presente; há nela uma gota da baba de Caim. Corrido o tempo e cessado o espasmo, então sim, então talvez se pode gozar deveras, porque entre uma e outra dessas duas ilusões, melhor é a que se gosta sem doer.",RO005MA
59,59,"Não durou muito a evocação; a realidade dominou logo; o presente expeliu o passado. Talvez eu exponha ao leitor, em algum canto deste livro, a minha teoria das edições humanas. O que por agora importa saber é que Virgília – chamava-se Virgília – entrou na alcova, firme, com a gravidade que lhe davam as roupas e os anos, e veio até o meu leito. O estranho levantou-se e saiu. Era um sujeito que me visitava todos os dias para falar do câmbio, da colonização e da necessidade de desenvolver a viação férrea; nada mais interessante para um moribundo.",RO005MA
60,60,"Saiu; Virgília deixou-se estar de pé; durante algum tempo ficamos a olhar um para o outro, sem articular palavra. Quem diria? De dous grandes namorados, de duas paixões sem freio, nada mais havia ali, vinte anos depois; havia apenas dous corações murchos, devastados pela vida e saciados dela, não sei se em igual dose, mas enfim saciados. Virgília tinha agora a beleza da velhice, um ar austero e maternal; estava menos magra do que quando a vi, pela última vez, numa festa de São João, na Tijuca; e porque era das que resistem muito, só agora começavam os cabelos escuros a intercalar-se de alguns fios de prata.",RO005MA
61,61,– Anda visitando os defuntos? – disse-lhe eu.,RO005MA
62,62,"– Ora, defuntos! – respondeu Virgília com um muxoxo. E depois de me apertar as mãos –: Ando a ver se ponho os vadios para a rua.",RO005MA
63,63,"Não tinha a carícia lacrimosa de outro tempo; mas a voz era amiga e doce. Sentou-se. Eu estava só, em casa, com um simples enfermeiro; podíamos falar um ao outro, sem perigo. Virgília deu-me longas notícias de fora, narrando-as com graça, com um certo travo de má língua, que era o sal da palestra; eu, prestes a deixar o mundo, sentia um prazer satânico em mofar dele, em persuadir-me que não deixava nada.",RO005MA
64,64,– Que ideias essas! – interrompeu-me Virgília um tanto zangada –. Olhe que não volto mais. Morrer! Todos nós havemos de morrer; basta estarmos vivos.,RO005MA
65,65,E vendo o relógio:,RO005MA
66,66,– Jesus! São três horas. Vou-me embora.,RO005MA
67,67,–Já?,RO005MA
68,68,–Já; virei amanhã ou depois.,RO005MA
69,69,–Não sei se faz bem – retorqui –; o doente é um solteirão e a casa não tem senhoras...,RO005MA
70,70,– Sua mana?,RO005MA
71,71,"– Há de vir cá passar uns dias, mas não pode ser antes de sábado.",RO005MA
72,72,"Virgília refletiu um instante, levantou os ombros e disse com gravidade:",RO005MA
73,73,"– Estou velha! Ninguém mais repara em mim. Mas, para cortar dúvidas, virei com o Nhonhô.",RO005MA
74,74,"Nhonhô era um bacharel, único filho de seu casamento, que, na idade de cinco anos, fora cúmplice inconsciente de nossos amores. Vieram juntos, dous dias depois, e confesso que, ao vê-los ali, na minha alcova, fui tomado de um acanhamento que nem me permitiu corresponder logo às palavras afáveis do rapaz. Virgília adivinhou-me e disse ao filho:",RO005MA
75,75,"– Nhonhô, não repares nesse grande manhoso que aí está; não quer falar para fazer crer que está à morte.",RO005MA
76,76,"Sorriu o filho, eu creio que também sorri, e tudo acabou em pura galhofa. Virgília estava serena e risonha, tinha o aspecto das vidas imaculadas. Nenhum olhar suspeito, nenhum gesto que pudesse denunciar nada; uma igualdade de palavra e de espírito, uma dominação sobre si mesma, que pareciam e talvez fossem raras. Como tocássemos, castamente, nuns amores ilegítimos, meio secretos, meio divulgados, vi-a falar com desdém e um pouco de indignação da mulher de que se tratava, aliás sua amiga. O filho sentia-se satisfeito, ouvindo aquela palavra digna e forte, e eu perguntava a mim mesmo o que diriam de nós os gaviões, se Buffon tivesse nascido gavião...",RO005MA
77,77,Era o meu delírio que começava.,RO005MA
78,78,VII,RO005MA
79,79,O DELÍRIO,RO005MA
80,80,"Que me conste, ainda ninguém relatou o seu próprio delírio; faço-o eu, e a ciência mo agradecerá. Se o leitor não é dado à contemplação destes fenômenos mentais pode saltar o capítulo; vá direito à narração. Mas, por menos curioso que seja, sempre lhe digo que é interessante saber o que se passou na minha cabeça durante uns vinte a trinta minutos.",RO005MA
81,81,"Primeiramente, tomei a figura de um barbeiro chinês, bojudo, destro, escanhoando um mandarim, que me pagava o trabalho com beliscões e confeitos: caprichos de mandarim.",RO005MA
82,82,"Logo depois, senti-me transformado na Summa Theologica de São Tomás, impressa num volume, e encadernada em marroquim, com fechos de prata e estampas; ideia esta que me deu ao corpo a mais completa imobilidade; e ainda agora me lembra que, sendo as minhas mãos os fechos do livro, e cruzando-as eu sobre o ventre, alguém as descruzava (Virgília decerto), porque a atitude lhe dava a imagem de um defunto.",RO005MA
83,83,"Ultimamente, restituído à forma humana, vi chegar um hipopótamo, que me arrebatou. Deixei-me ir, calado, não sei se por medo ou confiança; mas, dentro em pouco, a carreira de tal modo se tornou vertiginosa, que me atrevi a interrogá-lo, e com alguma arte lhe disse que a viagem me parecia sem destino.",RO005MA
84,84,"– Engana-se – replicou o animal –, nós vamos à origem dos séculos.",RO005MA
85,85,"Insinuei que deveria ser muitíssimo longe; mas o hipopótamo não me entendeu ou não me ouviu, se é que não fingiu uma dessas cousas; e, perguntando-lhe, visto que ele falava, se era descendente do cavalo de Aquiles ou da asna de Balaão, retorquiu-me com um gesto peculiar a estes dous quadrúpedes: abanou as orelhas. Pela minha parte fechei os olhos e deixei-me ir à ventura.",RO005MA
86,86,"Já agora não se me dá de confessar que sentia umas tais ou quais cócegas de curiosidade, por saber onde ficava a origem dos séculos, se era tão misteriosa como a origem do Nilo, e sobretudo se valia alguma cousa mais ou menos do que a consumação dos mesmos séculos: reflexões de cérebro enfermo. Como ia de olhos fechados, não via o caminho; lembra-me só que a sensação de frio aumentava com a jornada, e que chegou uma ocasião em que me pareceu entrar na região dos gelos eternos.",RO005MA
87,87,"Com efeito, abri os olhos e vi que o meu animal galopava numa planície branca de neve, com uma ou outra montanha de neve, vegetação de neve, e vários animais grandes e de neve. Tudo neve; chegava a gelar-nos um sol de neve. Tentei falar, mas apenas pude grunhir esta pergunta:",RO005MA
88,88,– Onde estamos?,RO005MA
89,89,– Já passamos o Éden.,RO005MA
90,90,– Bem; paremos na tenda de Abraão.,RO005MA
91,91,– Mas se nós caminhamos para trás! – redarguiu motejando a minha cavalgadura.,RO005MA
92,92,"Fiquei vexado e aturdido. A jornada entrou a parecer-me enfadonha e extravagante, o frio, incômodo, a condução, violenta, e o resultado, impalpável. E depois – cogitações do enfermo –, dado que chegássemos ao fim indicado, não era possível que os séculos, irritados com lhes devassarem a origem, me esmagassem entre as unhas, que deviam ser tão seculares como eles.",RO005MA
93,93,"Enquanto assim pensava, íamos devorando caminho, e a planície voava debaixo dos nossos pés, até que o animal estacou, e pude olhar mais tranquilamente em torno de mim. Olhar somente; nada vi, além da imensa brancura da neve, que desta vez invadira o próprio céu, até ali azul. Talvez, a espaços, me aparecia uma ou outra planta, enorme, brutesca, meneando ao vento as suas largas folhas. O silêncio daquela região era igual ao do sepulcro: dissera-se que a vida das cousas ficara estúpida diante do homem.",RO005MA
94,94,"Caiu do ar? Destacou-se da terra? Não sei; sei que um vulto imenso, uma figura de mulher me apareceu então, fitando-me uns olhos rutilantes como o sol. Tudo nessa figura tinha a vastidão das formas selváticas, e tudo escapava à compreensão do olhar humano, porque os contornos perdiam-se no ambiente, e o que parecia espesso era muita vez diáfano. Estupefato, não disse nada, não cheguei sequer a soltar um grito; mas, ao cabo de algum tempo, que foi breve, perguntei quem era e como se chamava: curiosidade de delírio.",RO005MA
95,95,– Chama-me Natureza ou Pandora; sou tua mãe e tua inimiga.,RO005MA
96,96,"Ultimamente, restituído à forma humana, vi chegar um hipopótamo, que me arrebatou. Deixei-me ir, calado, não sei se por medo ou confiança; mas, dentro em pouco, a carreira de tal modo se tornou vertiginosa, que me atrevi a interrogá-lo, e com alguma arte",RO005MA
97,97,"– Não te assustes – disse ela –, minha inimizade não mata; é sobretudo pela vida que se afirma. Vives: não quero outro flagelo.",RO005MA
98,98,"– Vivo? – perguntei eu, enterrando as unhas nas mãos, como para certificar-me da existência.",RO005MA
99,99,"– Sim, verme, tu vives. Não receies perder esse andrajo que é teu orgulho; provarás ainda, por algumas horas, o pão da dor e o vinho da miséria. Vives: agora mesmo que ensandeceste, vives; e se a tua consciência reouver um instante de sagacidade, tu dirás que queres viver.",RO005MA
100,100,"Dizendo isto, a visão estendeu o braço, segurou-me pelos cabelos e levantou-me ao ar, como se fora uma pluma. Só então pude ver-lhe de perto o rosto, que era enorme. Nada mais quieto; nenhuma contorção violenta, nenhuma expressão de ódio ou ferocidade; a feição única, geral, completa, era a da impassibilidade egoísta, a da eterna surdez, a da vontade imóvel. Raivas, se as tinha, ficavam encerradas no coração. Ao mesmo tempo, nesse rosto de expressão glacial, havia um ar de juventude, mescla de força e viço, diante do qual me sentia eu o mais débil e decrépito dos seres.",RO005MA
101,101,"– Entendeste-me? – disse ela, no fim de algum tempo de mútua contemplação.",RO005MA
102,102,"– Não – respondi –; nem quero entender-te; tu és absurda, tu és uma fábula. Estou sonhando, decerto, ou, se é verdade que enlouqueci, tu não passas de uma concepção de alienado, isto é, uma cousa vã, que a razão ausente não pode reger nem palpar. Natureza, tu? A Natureza que eu conheço é só mãe e não inimiga; não faz da vida um flagelo, nem, como tu, traz esse rosto indiferente, como o sepulcro. E por que Pandora?",RO005MA
103,103,"– Porque levo na minha bolsa os bens e os males, e o maior de todos, a esperança, consolação dos homens. Tremes?",RO005MA
104,104,– Sim; o teu olhar fascina-me.,RO005MA
105,105,"– Creio; eu não sou somente a vida; sou também a morte, e tu estás prestes a devolver-me o que te emprestei. Grande lascivo, espera-te a voluptuosidade do nada.",RO005MA
106,106,"Quando esta palavra ecoou, como um trovão, naquele imenso vale, afigurou-se-me que era o último som que chegava a meus ouvidos; pareceu-me sentir a decomposição súbita de mim mesmo. Então, encarei-a com olhos súplices, e pedi mais alguns anos.",RO005MA
107,107,"– Pobre minuto! – exclamou – Para que queres tu mais alguns instantes de vida? Para devorar e seres devorado depois? Não estás farto do espetáculo e da luta? Conheces de sobejo tudo o que eu te deparei menos torpe ou menos aflitivo: o alvor do dia, a melancolia da tarde, a quietação da noite, os aspectos da terra, o sono, enfim, o maior benefício das minhas mãos. Que mais queres tu, sublime idiota?",RO005MA
108,108,"– Viver somente, não te peço mais nada. Quem me pôs no coração este amor da vida, senão tu? E, se eu amo a vida, por que te hás de golpear a ti mesma, matando-me?",RO005MA
109,109,"– Porque já não preciso de ti. Não importa ao tempo o minuto que passa, mas o minuto que vem. O minuto que vem é forte, jucundo, supõe trazer em si a eternidade, e traz a morte, e perece como o outro, mas o tempo subsiste. Egoísmo, dizes tu? Sim, egoísmo, não tenho outra lei. Egoísmo, conservação. A onça mata o novilho porque o raciocínio da onça é que ela deve viver, e se o novilho é tenro tanto melhor: eis o estatuto universal. Sobe e olha.",RO005MA
110,110,"Isto dizendo, arrebatou-me ao alto de uma montanha. Inclinei os olhos a uma das vertentes, e contemplei, durante um tempo largo, ao longe, através de um nevoeiro, uma cousa única. Imagina tu leitor, uma redução dos séculos, e um desfilar de todos eles, as raças todas, todas as paixões, o tumulto dos impérios, a guerra dos apetites e dos ódios, a destruição recíproca dos seres e das cousas. Tal era o espetáculo, acerbo e curioso espetáculo.",RO005MA
111,111,"A história do homem e da terra tinha assim uma intensidade que lhe não podiam dar nem a imaginação nem a ciência, porque a ciência é mais lenta e a imaginação, mais vaga, enquanto que o que eu ali via era a condensação viva de todos os tempos. Para descrevê-la seria preciso fixar o relâmpago. Os séculos desfilavam num turbilhão, e, não obstante, porque os olhos do delírio são outros, eu via tudo o que passava diante de mim – flagelos e delícias –, desde essa cousa que se chama glória até essa outra que se chama miséria, e via o amor multiplicando a miséria, e via a miséria agravando a debilidade.",RO005MA
112,112,"Aí vinham a cobiça que devora, a cólera que inflama, a inveja que baba, e a enxada e a pena, úmidas de suor, e a ambição, a fome, a vaidade, a melancolia, a riqueza, o amor, e todos agitavam o homem, como um chocalho, até destruí-lo, como um farrapo. Eram as formas várias de um mal, que ora mordia a víscera, ora mordia o pensamento, e passeava eternamente as suas vestes de arlequim, em derredor da espécie humana. A dor cedia alguma vez, mas cedia à indiferença, que era um sono sem sonhos, ou ao prazer, que era uma dor bastarda.",RO005MA
